Renewable,Type of Source,Year,اشتراک,امور,اشتراک برق,Basin,Shahrestan,Section,id,MA_XUTM,MA_YUTM,عمق چاه,دبي,ساعت کارکرد,اضافه کسربرداشت,تخليه مترمکعب,نوع چاه,Type of use,نيرو محرکه,وضعيت چاه,Value,کنتور هوشمند
تجدید پذیر,زیرزمینی,1402-03,515398,آب مشهد,0,مشهد - چناران,مشهد,4,1170,714339,4042246,60,0.5,5400,0,9720,عميق,شرب,ديزلي,مجاز,0.00972,دارد
تجدید پذیر,زیرزمینی,1402-03,515402,آب مشهد,0,مشهد - چناران,مشهد,4,1171,721240,4058011,100,0.3,8760,6307,9461,عميق,دام و طيور,ديزلي,مجاز,0.015768,ندارد
تجدید پذیر,زیرزمینی,1402-03,515414,آب مشهد,0,مشهد - چناران,مشهد,4,1172,736542,4029312,75,0.29,2700,2041,2819,عميق,دام و طيور,ديزلي,مجاز,0.00486,دارد
تجدید پذیر,زیرزمینی,1402-03,515427,آب مشهد,437634,مشهد - چناران,مشهد,4,1173,727337,4027797,75,0.11,2700,3791,1069,عميق,صنعتي,برقي,مجاز,0.00486,ندارد
تجدید پذیر,زیرزمینی,1402-03,515438,آب مشهد,0,مشهد - چناران,مشهد,4,1174,737946,4022158,44,0.5,5110,0,9198,نيمه عميق,خدمات,ديزلي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,515448,آب مشهد,0,مشهد - چناران,مشهد,4,1175,739344,4024635,22,0.23,5110,4967,4231,نيمه عميق,دام و طيور,ديزلي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,515451,آب مشهد,0,مشهد - چناران,مشهد,4,1176,735640,4008225,26,0.3,5110,3679,5519,نيمه عميق,شرب,ديزلي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,515453,آب مشهد,0,مشهد - چناران,مشهد,4,1177,728411,4066743,14,2,4256,-22982.2,30643,نيمه عميق,كشاورزي,ديزلي,مجاز,0.0076608,ندارد
تجدید پذیر,زیرزمینی,1402-03,515465,آب مشهد,0,مشهد - چناران,مشهد,4,1178,732029,4028580,90,0.5,5110,0,9198,عميق,شرب,ديزلي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,515477,آب مشهد,0,مشهد - چناران,مشهد,4,1179,711905,4040872,137,0.5,5110,0,9198,عميق,شرب,ديزلي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,515486,آب مشهد,0,مشهد - چناران,مشهد,4,1180,723181,4024758,100,0.5,5110,0,9198,عميق,خدمات,ديزلي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,515542,آب مشهد,477025,مشهد - چناران,مشهد,4,1181,720782,4033522,175,0.5,5110,0,9198,عميق,صنعتي,برقي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,515566,آب مشهد,0,مشهد - چناران,مشهد,4,1182,720082,4037440,75,0.5,5110,0,9198,عميق,دام و طيور,ديزلي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,515648,آب مشهد,0,مشهد - چناران,مشهد,4,1183,725091,4028993,140,0.5,5110,0,9198,عميق,خدمات,ديزلي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,515651,آب مشهد,134820,مشهد - چناران,مشهد,4,1184,743460,4025010,45,0.5,5110,0,9198,نيمه عميق,صنعتي,برقي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,515664,آب مشهد,474472,مشهد - چناران,مشهد,4,1185,735820,4032135,90,0.5,5110,0,9198,عميق,صنعتي,برقي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,515686,آب مشهد,0,مشهد - چناران,مشهد,4,1186,746056,4020793,25,0.5,8760,0,15768,نيمه عميق,شرب,ديزلي,مجاز,0.015768,ندارد
تجدید پذیر,زیرزمینی,1402-03,515688,آب مشهد,231940,مشهد - چناران,مشهد,4,1187,739820,4007382,90,0.5,5110,0,9198,عميق,خدمات,برقي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,515708,آب مشهد,695073,مشهد - چناران,مشهد,4,1188,745080,4021605,25,0.29,2700,2041,2819,نيمه عميق,صنعتي,برقي,مجاز,0.00486,دارد
تجدید پذیر,زیرزمینی,1402-03,515780,آب مشهد,0,مشهد - چناران,مشهد,4,1189,735865,4007315,20,0.5,5110,0,9198,نيمه عميق,خدمات,ديزلي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,515795,آب مشهد,0,مشهد - چناران,مشهد,4,1190,738080,4009510,75,0.5,5110,0,9198,عميق,شرب,ديزلي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,515810,آب مشهد,0,مشهد - چناران,مشهد,4,1191,722068,4043620,40,0.42,8760,2523,13245,نيمه عميق,دام و طيور,ديزلي,مجاز,0.015768,ندارد
تجدید پذیر,زیرزمینی,1402-03,515818,آب مشهد,134848,مشهد - چناران,مشهد,4,1192,740472,4027581,90,0.5,5110,0,9198,عميق,صنعتي,برقي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,515826,آب مشهد,0,مشهد - چناران,مشهد,4,1193,733370,4048252,90,0.5,3500,0,6300,عميق,شرب,ديزلي,مجاز,0.0063,ندارد
تجدید پذیر,زیرزمینی,1402-03,515831,آب مشهد,0,مشهد - چناران,مشهد,4,1194,749689,4014829,140,0.3,2700,1944,2916,عميق,دام و طيور,ديزلي,مجاز,0.00486,دارد
تجدید پذیر,زیرزمینی,1402-03,515833,آب مشهد,0,مشهد - چناران,مشهد,4,1195,722283,4040161,80,0.5,5110,0,9198,عميق,دام و طيور,ديزلي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,515856,آب مشهد,0,مشهد - چناران,مشهد,4,1196,749362,4009647,180,20,2700,-189540,194400,عميق,خدمات,ديزلي,مجاز,0.00486,ندارد
تجدید پذیر,زیرزمینی,1402-03,515889,آب مشهد,0,مشهد - چناران,مشهد,4,1197,725464,4030153,87,0.5,5110,0,9198,عميق,صنعتي,ديزلي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,515930,آب مشهد,0,مشهد - چناران,مشهد,4,1198,726431,4028818,105,0.5,5110,0,9198,عميق,خدمات,ديزلي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,515937,آب مشهد,0,مشهد - چناران,مشهد,4,1199,726661,4028501,80,0.5,5110,0,9198,عميق,صنعتي,ديزلي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,515938,آب مشهد,431954,مشهد - چناران,مشهد,4,1200,720352,4034129,155,0.5,5110,0,9198,عميق,صنعتي,برقي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,515968,آب مشهد,805210,مشهد - چناران,مشهد,4,1201,741464,4042993,79,0.4,5110,1840,7358,عميق,دام و طيور,برقي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,515991,آب مشهد,0,مشهد - چناران,مشهد,4,1202,725971,4040040,30,0.5,5110,0,9198,نيمه عميق,دام و طيور,ديزلي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,516048,آب مشهد,112600,مشهد - چناران,مشهد,4,1203,749961,4017665,35,0.5,5110,0,9198,نيمه عميق,صنعتي,برقي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,516066,آب مشهد,0,مشهد - چناران,مشهد,4,1204,723399,4023864,108,0.5,5110,0,9198,عميق,شرب,ديزلي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,518992,آب مشهد,0,مشهد - چناران,مشهد,4,1205,732483,4043906,100,0.72,5110,0.12,13245,عميق,دام و طيور,ديزلي,مجاز,0.01324512,دارد
تجدید پذیر,زیرزمینی,1402-03,517997,آب مشهد,0,مشهد - چناران,مشهد,4,1206,720493,4028028,200,0.74,5110,0.04,13613,عميق,دام و طيور,ديزلي,مجاز,0.01361304,دارد
تجدید پذیر,زیرزمینی,1402-03,515366,آب مشهد,0,مشهد - چناران,مشهد,4,1207,740109,4020634,60,0.75,5110,0,13797,عميق,خدمات,ديزلي,مجاز,0.013797,ندارد
تجدید پذیر,زیرزمینی,1402-03,514744,آب مشهد,500215,مشهد - چناران,مشهد,4,1208,708726,4043064,80,15,3500,-178920,189000,عميق,صنعتي,برقي,مجاز,0.01008,دارد
تجدید پذیر,زیرزمینی,1402-03,515005,آب مشهد,0,مشهد - چناران,مشهد,4,1209,755688,4012714,130,0.8,5110,-0.2,14717,عميق,صنعتي,ديزلي,مجاز,0.0147168,دارد
تجدید پذیر,زیرزمینی,1402-03,515816,آب مشهد,460100,مشهد - چناران,مشهد,4,1210,724605,4030541,85,0.3,5110,9197.8,5519,عميق,صنعتي,برقي,مجاز,0.0147168,دارد
تجدید پذیر,زیرزمینی,1402-03,516324,آب مشهد,449911,مشهد - چناران,مشهد,4,1211,722096,4032026,123,0.2,5110,11037.8,3679,عميق,صنعتي,برقي,مجاز,0.0147168,دارد
تجدید پذیر,زیرزمینی,1402-03,519748,آب مشهد,0,مشهد - چناران,مشهد,4,1212,753398,4052360,10,0.29,5400,-1750,5638,نيمه عميق,شرب,ديزلي,مجاز,0.003888,ندارد
تجدید پذیر,زیرزمینی,1402-03,519750,آب مشهد,0,مشهد - چناران,مشهد,4,1213,738675,4028243,65,0.2,5110,0.2,3679,عميق,صنعتي,ديزلي,مجاز,0.0036792,دارد
تجدید پذیر,زیرزمینی,1402-03,520869,آب مشهد,0,مشهد - چناران,مشهد,4,1214,749364,3994132,75,0.2,5110,0.2,3679,عميق,صنعتي,ديزلي,مجاز,0.0036792,ندارد
تجدید پذیر,زیرزمینی,1402-03,524319,آب مشهد,0,مشهد - چناران,مشهد,4,1215,718905,4024854,40,0.04,5110,2943.2,736,نيمه عميق,خدمات,ديزلي,مجاز,0.0036792,دارد
تجدید پذیر,زیرزمینی,1402-03,525007,آب مشهد,0,مشهد - چناران,مشهد,4,1216,726103,4029231,115,0.2,5110,0.2,3679,عميق,صنعتي,ديزلي,مجاز,0.0036792,دارد
تجدید پذیر,زیرزمینی,1402-03,518458,آب مشهد,0,مشهد - چناران,مشهد,4,1217,721623,4036542,130,0.2,5475,0,3942,عميق,خدمات,ديزلي,مجاز,0.003942,دارد
تجدید پذیر,زیرزمینی,1402-03,518770,آب مشهد,483269,مشهد - چناران,مشهد,4,1218,718820,4035825,132,0.2,5110,0.2,3679,عميق,صنعتي,برقي,مجاز,0.0036792,دارد
تجدید پذیر,زیرزمینی,1402-03,518899,آب مشهد,500163,مشهد - چناران,مشهد,4,1219,718465,4037018,115,0.2,5110,0.2,3679,عميق,صنعتي,برقي,مجاز,0.0036792,ندارد
تجدید پذیر,زیرزمینی,1402-03,519897,آب مشهد,998069,مشهد - چناران,مشهد,4,1220,745916,4000604,130,0.2,5110,0.2,3679,عميق,صنعتي,برقي,مجاز,0.0036792,ندارد
تجدید پذیر,زیرزمینی,1402-03,516094,آب مشهد,134208,مشهد - چناران,مشهد,4,1221,739819,4029518,70,0.5,5110,0,9198,عميق,صنعتي,برقي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,516112,آب مشهد,799925,مشهد - چناران,مشهد,4,1222,721905,4032671,105,0.5,5110,0,9198,عميق,صنعتي,برقي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,516122,آب مشهد,500176,مشهد - چناران,مشهد,4,1223,718466,4035964,115,0.5,5110,0,9198,عميق,صنعتي,برقي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,516139,آب مشهد,0,مشهد - چناران,مشهد,4,1224,722351,4036437,85,0.5,5110,0,9198,عميق,شرب,ديزلي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,516141,آب مشهد,0,مشهد - چناران,مشهد,4,1225,714840,4038662,120,0.5,5110,0,9198,عميق,شرب,ديزلي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,516142,آب مشهد,0,مشهد - چناران,مشهد,4,1226,720516,4034588,140,0.8,5110,-5519,14717,عميق,دام و طيور,ديزلي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,516151,آب مشهد,231953,مشهد - چناران,مشهد,4,1227,738278,4009061,126,0.5,5110,0,9198,عميق,شرب,برقي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,516154,آب مشهد,364977,مشهد - چناران,مشهد,4,1228,720754,4033228,104,0.5,5110,0,9198,عميق,شرب,برقي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,516155,آب مشهد,0,مشهد - چناران,مشهد,4,1229,721112,4024590,100,0.5,5110,0,9198,عميق,شرب,ديزلي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,516161,آب مشهد,799904,مشهد - چناران,مشهد,4,1230,718252,4036646,120,0.5,5110,0,9198,عميق,صنعتي,برقي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,516192,آب مشهد,425987,مشهد - چناران,مشهد,4,1231,728250,4026756,100,0.5,5110,0,9198,عميق,صنعتي,برقي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,516223,آب مشهد,0,مشهد - چناران,مشهد,4,1232,725428,4022548,77,0.5,5110,0,9198,عميق,شرب,ديزلي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,515693,آب مشهد,0,مشهد - چناران,مشهد,4,1233,722449,4035948,145,0.5,5110,0,9198,عميق,صنعتي,ديزلي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,515699,آب مشهد,0,مشهد - چناران,مشهد,4,1234,727278,4027596,125,0.5,5110,0,9198,عميق,خدمات,ديزلي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,516227,آب مشهد,0,مشهد - چناران,مشهد,4,1235,719043,4026130,80,0.5,5110,0,9198,عميق,دام و طيور,ديزلي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,516243,آب مشهد,0,مشهد - چناران,مشهد,4,1236,710862,4043425,103,0.5,5110,0,9198,عميق,شرب,ديزلي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,516245,آب مشهد,0,مشهد - چناران,مشهد,4,1237,732751,4030817,90,0.5,5110,0,9198,عميق,شرب,ديزلي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,516250,آب مشهد,0,مشهد - چناران,مشهد,4,1238,742487,4039608,120,0.5,5110,0,9198,عميق,دام و طيور,ديزلي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,516263,آب مشهد,0,مشهد - چناران,مشهد,4,1239,718181,4036704,88,0.5,5110,0,9198,عميق,دام و طيور,ديزلي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,516264,آب مشهد,0,مشهد - چناران,مشهد,4,1240,724199,4038736,30,0.5,5110,0,9198,نيمه عميق,شرب,ديزلي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,516266,آب مشهد,0,مشهد - چناران,مشهد,4,1241,736259,4026399,32,0.5,5110,0,9198,نيمه عميق,دام و طيور,ديزلي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,516318,آب مشهد,0,مشهد - چناران,مشهد,4,1242,754152,4004383,42,0.57,2700,-680,5540,نيمه عميق,صنعتي,ديزلي,مجاز,0.00486,ندارد
تجدید پذیر,زیرزمینی,1402-03,516321,آب مشهد,357664,مشهد - چناران,مشهد,4,1243,724352,4030258,103,0.5,5110,0,9198,عميق,صنعتي,برقي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,516325,آب مشهد,695267,مشهد - چناران,مشهد,4,1244,753954,4012411,75,0.5,5110,0,9198,عميق,صنعتي,برقي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,518173,آب مشهد,0,مشهد - چناران,مشهد,4,1245,727966,4020385,65,0.8,5110,-0.2,14717,عميق,خدمات,ديزلي,مجاز,0.0147168,دارد
تجدید پذیر,زیرزمینی,1402-03,518259,آب مشهد,500168,مشهد - چناران,مشهد,4,1246,709465,4043201,95,0.5,5110,5518.8,9198,عميق,صنعتي,برقي,مجاز,0.0147168,دارد
تجدید پذیر,زیرزمینی,1402-03,518277,آب مشهد,0,مشهد - چناران,مشهد,4,1247,726628,4028551,110,0.5,5110,5518.8,9198,عميق,خدمات,ديزلي,مجاز,0.0147168,ندارد
تجدید پذیر,زیرزمینی,1402-03,519544,آب مشهد,134763,مشهد - چناران,مشهد,4,1248,741735,4025459,42,0.5,5110,5518.8,9198,نيمه عميق,صنعتي,برقي,مجاز,0.0147168,دارد
تجدید پذیر,زیرزمینی,1402-03,520156,آب مشهد,0,مشهد - چناران,مشهد,4,1249,721319,4032561,133,0.29,5110,9381.8,5335,عميق,خدمات,ديزلي,مجاز,0.0147168,دارد
تجدید پذیر,زیرزمینی,1402-03,517317,آب مشهد,500231,مشهد - چناران,مشهد,4,1250,719401,4035680,100,1.7,5100,-15348.96,31212,عميق,صنعتي,برقي,مجاز,0.01586304,دارد
تجدید پذیر,زیرزمینی,1402-03,516774,آب مشهد,267070,مشهد - چناران,مشهد,4,1251,746233,4002023,125,0.8,5110,-0.2,14717,عميق,صنعتي,برقي,مجاز,0.0147168,ندارد
تجدید پذیر,زیرزمینی,1402-03,516399,آب مشهد,231079,مشهد - چناران,مشهد,4,1252,748138,3998214,122,0.6,5110,9197.6,11038,عميق,صنعتي,برقي,مجاز,0.0202356,دارد
تجدید پذیر,زیرزمینی,1402-03,519756,آب مشهد,0,مشهد - چناران,مشهد,4,1253,732465,4048168,70,0.4,5110,12877.6,7358,عميق,دام و طيور,ديزلي,مجاز,0.0202356,دارد
تجدید پذیر,زیرزمینی,1402-03,518998,آب مشهد,976922,مشهد - چناران,مشهد,4,1254,741402,4040636,100,0.15,5110,17530.71,2759,عميق,صنعتي,برقي,مجاز,0.02028971,دارد
تجدید پذیر,زیرزمینی,1402-03,514159,آب مشهد,0,مشهد - چناران,مشهد,4,1255,740732,4031557,110,0.89,5110,5703.2,16372,عميق,دام و طيور,ديزلي,مجاز,0.0220752,دارد
تجدید پذیر,زیرزمینی,1402-03,516047,آب مشهد,0,مشهد - چناران,مشهد,4,1256,707280,4044777,70,0.22,5110,0.12,4047,عميق,شرب,ديزلي,مجاز,0.00404712,دارد
تجدید پذیر,زیرزمینی,1402-03,515817,آب مشهد,0,مشهد - چناران,مشهد,4,1257,744648,4024655,55,0.23,5110,0.08,4231,عميق,دام و طيور,ديزلي,مجاز,0.00423108,ندارد
تجدید پذیر,زیرزمینی,1402-03,516635,آب مشهد,0,مشهد - چناران,مشهد,4,1258,737726,4009582,105,0.23,5110,0.08,4231,عميق,خدمات,ديزلي,مجاز,0.00423108,ندارد
تجدید پذیر,زیرزمینی,1402-03,517019,آب مشهد,231020,مشهد - چناران,مشهد,4,1259,748015,3997332,125,0.23,5110,0.08,4231,عميق,صنعتي,برقي,مجاز,0.00423108,ندارد
تجدید پذیر,زیرزمینی,1402-03,516801,آب مشهد,381548,مشهد - چناران,مشهد,4,1260,717409,4036738,145,0.26,5110,-0.04,4783,عميق,صنعتي,برقي,مجاز,0.00478296,دارد
تجدید پذیر,زیرزمینی,1402-03,516340,آب مشهد,679056,مشهد - چناران,مشهد,4,1261,751890,4011735,60,0.5,5110,0,9198,عميق,صنعتي,برقي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,516450,آب مشهد,0,مشهد - چناران,مشهد,4,1262,720224,4034178,170,0.5,5110,0,9198,عميق,شرب,ديزلي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,516497,آب مشهد,521537,مشهد - چناران,مشهد,4,1263,718945,4024887,45,0.5,5110,0,9198,نيمه عميق,خدمات,برقي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,516626,آب مشهد,0,مشهد - چناران,مشهد,4,1264,731431,4026512,43,0.5,5110,0,9198,نيمه عميق,شرب,ديزلي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,516650,آب مشهد,667153,مشهد - چناران,مشهد,4,1265,753044,4000820,65,0.16,5110,6255,2943,عميق,دام و طيور,برقي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,516654,آب مشهد,0,مشهد - چناران,مشهد,4,1266,722833,4035511,120,0.5,5110,0,9198,عميق,دام و طيور,ديزلي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,516738,آب مشهد,440415,مشهد - چناران,مشهد,4,1267,724968,4030290,120,0.5,5110,0,9198,عميق,صنعتي,برقي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,516794,آب مشهد,500278,مشهد - چناران,مشهد,4,1268,719514,4036139,125,1,5110,-9198,18396,عميق,صنعتي,برقي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,516809,آب مشهد,179089,مشهد - چناران,مشهد,4,1269,751951,4006464,90,0.5,5110,0,9198,عميق,صنعتي,برقي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,516860,آب مشهد,0,مشهد - چناران,مشهد,4,1270,728577,4025704,80,0.5,5110,0,9198,عميق,خدمات,ديزلي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,516909,آب مشهد,134270,مشهد - چناران,مشهد,4,1271,739596,4026219,43,0.29,5110,3863,5335,نيمه عميق,صنعتي,برقي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,516992,آب مشهد,0,مشهد - چناران,مشهد,4,1272,726938,4028127,65,0.5,2700,0,4860,عميق,خدمات,ديزلي,مجاز,0.00486,ندارد
تجدید پذیر,زیرزمینی,1402-03,517009,آب مشهد,0,مشهد - چناران,مشهد,4,1273,718653,4036951,140,0.5,5110,0,9198,عميق,خدمات,ديزلي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,517015,آب مشهد,965649,مشهد - چناران,مشهد,4,1274,742579,4025083,65,0.5,5110,0,9198,عميق,صنعتي,برقي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,517037,آب مشهد,725170,مشهد - چناران,مشهد,4,1275,741677,4024903,34,0.5,5110,0,9198,نيمه عميق,صنعتي,برقي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,517044,آب مشهد,0,مشهد - چناران,مشهد,4,1276,747641,4019817,45,0.5,2700,0,4860,نيمه عميق,صنعتي,ديزلي,مجاز,0.00486,ندارد
تجدید پذیر,زیرزمینی,1402-03,517045,آب مشهد,0,مشهد - چناران,مشهد,4,1277,719474,4025578,42,2,3650,-19710,26280,نيمه عميق,خدمات,ديزلي,مجاز,0.00657,دارد
تجدید پذیر,زیرزمینی,1402-03,517082,آب مشهد,500809,مشهد - چناران,مشهد,4,1278,723848,4030336,135,0.5,5110,0,9198,عميق,صنعتي,برقي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,517084,آب مشهد,260213,مشهد - چناران,مشهد,4,1279,747496,4011170,120,0.68,3500,-2268,8568,عميق,صنعتي,برقي,مجاز,0.0063,دارد
تجدید پذیر,زیرزمینی,1402-03,517087,آب مشهد,0,مشهد - چناران,مشهد,4,1280,728647,4025704,120,0.5,5110,0,9198,عميق,شرب,ديزلي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,517153,آب مشهد,0,مشهد - چناران,مشهد,4,1281,710727,4041945,80,0.16,5110,6255,2943,عميق,شرب,ديزلي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,517155,آب مشهد,0,مشهد - چناران,مشهد,4,1282,724991,4030050,165,0.5,5110,0,9198,عميق,صنعتي,ديزلي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,517164,آب مشهد,265056,مشهد - چناران,مشهد,4,1283,735801,4007513,20,0.5,5110,0,9198,نيمه عميق,صنعتي,برقي,مجاز,0.009198,دارد
تجدید پذیر,زیرزمینی,1402-03,516332,آب مشهد,0,مشهد - چناران,مشهد,4,1284,721908,4032047,110,0.5,5110,0,9198,عميق,شرب,ديزلي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,517192,آب مشهد,0,مشهد - چناران,مشهد,4,1285,739038,4030725,40,0.4,5110,1840,7358,نيمه عميق,دام و طيور,ديزلي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,519171,آب مشهد,0,مشهد - چناران,مشهد,4,1286,751697,4024484,100,0.89,5110,0.44,16372,عميق,دام و طيور,ديزلي,مجاز,0.01637244,دارد
تجدید پذیر,زیرزمینی,1402-03,516268,آب مشهد,0,مشهد - چناران,مشهد,4,1287,735372,4007148,13,0.5,5110,0,9198,نيمه عميق,شرب,ديزلي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,516316,آب مشهد,0,مشهد - چناران,مشهد,4,1288,728185,4026564,60,0.5,5110,0,9198,عميق,شرب,ديزلي,مجاز,0.009198,ندارد
تجدید پذیر,زیرزمینی,1402-03,515709,آب مشهد,440323,مشهد - چناران,مشهد,4,1289,726846,4029342,132,0.11,5110,14532.4,2024,عميق,صنعتي,برقي,مجاز,0.0165564,دارد
تجدید پذیر,زیرزمینی,1402-03,516226,آب مشهد,0,مشهد - چناران,مشهد,4,1290,720549,4034837,68,0.5,5110,7358.4,9198,عميق,شرب,ديزلي,مجاز,0.0165564,ندارد
تجدید پذیر,زیرزمینی,1402-03,516432,آب مشهد,679196,مشهد - چناران,مشهد,4,1291,753863,4000744,85,0.27,5110,11589.4,4967,عميق,صنعتي,برقي,مجاز,0.0165564,دارد
تجدید پذیر,زیرزمینی,1402-03,517256,آب مشهد,500075,مشهد - چناران,مشهد,4,1292,721754,4036890,110,0.9,5110,0.4,16556,عميق,صنعتي,برقي,مجاز,0.0165564,دارد
تجدید پذیر,زیرزمینی,1402-03,519148,آب مشهد,0,مشهد - چناران,مشهد,4,1293,722145,4057717,75,0.9,5110,0.4,16556,عميق,دام و طيور,ديزلي,مجاز,0.0165564,دارد
تجدید پذیر,زیرزمینی,1402-03,514346,آب مشهد,0,مشهد - چناران,مشهد,4,1294,723529,4036330,140,55,4256,-842688,842688,عميق,كشاورزي,ديزلي,مجاز,0,ندارد
تجدید پذیر,زیرزمینی,1402-03,514448,آب مشهد,0,مشهد - چناران,مشهد,4,1295,729261,4030392,180,31,4256,-474970,474970,عميق,كشاورزي,ديزلي,مجاز,0,ندارد
تجدید پذیر,زیرزمینی,1402-03,514573,آب مشهد,0,مشهد - چناران,مشهد,4,1296,741237,4026140,105,4.4,4256,-67415,67415,عميق,كشاورزي,ديزلي,مجاز,0,ندارد
تجدید پذیر,زیرزمینی,1402-03,514665,آب مشهد,0,مشهد - چناران,مشهد,4,1297,755130,4022555,115,25,4256,-383040,383040,عميق,كشاورزي,ديزلي,مجاز,0,ندارد
تجدید پذیر,زیرزمینی,1402-03,514683,آب مشهد,0,مشهد - چناران,مشهد,4,1298,752412,4024079,120,33,4256,-505613,505613,عميق,كشاورزي,ديزلي,مجاز,0,ندارد
تجدید پذیر,زیرزمینی,1402-03,515463,آب مشهد,0,مشهد - چناران,مشهد,4,1299,735357,4030655,70,0.3,4256,-4596,4596,عميق,كشاورزي,ديزلي,مجاز,0,ندارد
تجدید پذیر,زیرزمینی,1402-03,515638,آب مشهد,0,مشهد - چناران,مشهد,4,1300,764903,4049012,10,1.5,5100,-27540,27540,نيمه عميق,كشاورزي,ديزلي,مجاز,0,ندارد
