Renewable,Type of Source,Year,اشتراک,امور,اشتراک برق,Basin,Shahrestan,Section,id,MA_XUTM,MA_YUTM,عمق چاه,دبي,ساعت کارکرد,اضافه کسربرداشت,تخليه مترمکعب,نوع چاه,Type of use,نيرو محرکه,وضعيت چاه,Value,کنتور هوشمند
تجدید پذیر,زیرزمینی,1402-03,541244,آب مشهد,0,مشهد - چناران,چناران,4,4159,676319,4085904,10,0.5,4256,0,7661,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.007661,ندارد
تجدید پذیر,زیرزمینی,1402-03,541253,آب مشهد,0,مشهد - چناران,چناران,4,4160,676202,4085846,10,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,541254,آب مشهد,0,مشهد - چناران,چناران,4,4161,676775,4086068,8,0.5,4256,0,7661,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.007661,ندارد
تجدید پذیر,زیرزمینی,1402-03,541256,آب مشهد,0,مشهد - چناران,چناران,4,4162,676892,4086744,12,0.5,4256,0,7661,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.007661,ندارد
تجدید پذیر,زیرزمینی,1402-03,541257,آب مشهد,0,مشهد - چناران,چناران,4,4163,674756,4084870,10,3,4256,0,45965,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.045965,ندارد
تجدید پذیر,زیرزمینی,1402-03,541258,آب مشهد,0,مشهد - چناران,چناران,4,4164,676024,4085905,15,0.5,4256,0,7661,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.007661,ندارد
تجدید پذیر,زیرزمینی,1402-03,541259,آب مشهد,0,مشهد - چناران,چناران,4,4165,676766,4086186,10,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,541262,آب مشهد,0,مشهد - چناران,چناران,4,4166,676804,4086844,20,0.5,4256,0,7661,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.007661,ندارد
تجدید پذیر,زیرزمینی,1402-03,541269,آب مشهد,0,مشهد - چناران,چناران,4,4167,676269,4085914,5,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.015322,ندارد
تجدید پذیر,زیرزمینی,1402-03,541270,آب مشهد,0,مشهد - چناران,چناران,4,4168,676690,4086885,15,0.5,4256,0,7661,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.007661,ندارد
تجدید پذیر,زیرزمینی,1402-03,541271,آب مشهد,0,مشهد - چناران,چناران,4,4169,675754,4085999,11,0.5,4256,0,7661,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.007661,ندارد
تجدید پذیر,زیرزمینی,1402-03,541273,آب مشهد,0,مشهد - چناران,چناران,4,4170,676414,4085876,7,0.5,4256,0,7661,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.007661,ندارد
تجدید پذیر,زیرزمینی,1402-03,541274,آب مشهد,0,مشهد - چناران,چناران,4,4171,676448,4085819,10,0.5,4256,0,7661,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.007661,ندارد
تجدید پذیر,زیرزمینی,1402-03,541275,آب مشهد,0,مشهد - چناران,چناران,4,4172,676670,4086985,15,0.5,4256,0,7661,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.007661,ندارد
تجدید پذیر,زیرزمینی,1402-03,541276,آب مشهد,0,مشهد - چناران,چناران,4,4173,676732,4086072,13,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,541277,آب مشهد,0,مشهد - چناران,چناران,4,4174,675825,4085883,12,0.5,4256,0,7661,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.007661,ندارد
تجدید پذیر,زیرزمینی,1402-03,541296,آب مشهد,0,مشهد - چناران,چناران,4,4175,676465,4085899,8,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,541317,آب مشهد,0,مشهد - چناران,چناران,4,4176,676743,4086887,10,0.5,4256,0,7661,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.007661,ندارد
تجدید پذیر,زیرزمینی,1402-03,541324,آب مشهد,0,مشهد - چناران,چناران,4,4177,676713,4086820,10,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,541557,آب مشهد,0,مشهد - چناران,چناران,4,4178,695800,4083561,18,1.7,4256,0,26047,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.026047,ندارد
تجدید پذیر,زیرزمینی,1402-03,541558,آب مشهد,0,مشهد - چناران,چناران,4,4179,695757,4084383,24,1.8,4256,0,27579,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.027579,ندارد
تجدید پذیر,زیرزمینی,1402-03,541559,آب مشهد,0,مشهد - چناران,چناران,4,4180,695692,4083870,20,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,541560,آب مشهد,0,مشهد - چناران,چناران,4,4181,695689,4083894,22,2.4,4256,0,36772,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.036772,ندارد
تجدید پذیر,زیرزمینی,1402-03,541561,آب مشهد,0,مشهد - چناران,چناران,4,4182,697204,4082631,20,1.4,4256,0,21450,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.02145,ندارد
تجدید پذیر,زیرزمینی,1402-03,541562,آب مشهد,0,مشهد - چناران,چناران,4,4183,696677,4082809,25,1.6,4256,0,24515,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.024515,ندارد
تجدید پذیر,زیرزمینی,1402-03,541563,آب مشهد,0,مشهد - چناران,چناران,4,4184,699033,4080334,12,1.7,4256,0,26047,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.026047,ندارد
تجدید پذیر,زیرزمینی,1402-03,541677,آب مشهد,0,مشهد - چناران,چناران,4,4185,703603,4081537,15,2.5,4256,0,38304,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.038304,ندارد
تجدید پذیر,زیرزمینی,1402-03,541729,آب مشهد,0,مشهد - چناران,چناران,4,4186,676495,4085982,10,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,541766,آب مشهد,0,مشهد - چناران,چناران,4,4187,704896,4078941,10,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.015322,ندارد
تجدید پذیر,زیرزمینی,1402-03,542236,آب مشهد,0,مشهد - چناران,چناران,4,4188,673299,4083554,18,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,542237,آب مشهد,0,مشهد - چناران,چناران,4,4189,673364,4083610,29,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,542241,آب مشهد,0,مشهد - چناران,چناران,4,4190,673301,4083853,30,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,542242,آب مشهد,0,مشهد - چناران,چناران,4,4191,673275,4083720,30,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,542243,آب مشهد,0,مشهد - چناران,چناران,4,4192,673265,4083728,29,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,542244,آب مشهد,0,مشهد - چناران,چناران,4,4193,673225,4083658,30,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,542245,آب مشهد,0,مشهد - چناران,چناران,4,4194,673204,4083558,30,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,542247,آب مشهد,0,مشهد - چناران,چناران,4,4195,673218,4083753,30,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,542250,آب مشهد,0,مشهد - چناران,چناران,4,4196,673197,4083392,30,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,542252,آب مشهد,0,مشهد - چناران,چناران,4,4197,673111,4083414,32,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,542253,آب مشهد,0,مشهد - چناران,چناران,4,4198,673127,4083433,32,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,542254,آب مشهد,0,مشهد - چناران,چناران,4,4199,673124,4083466,30,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,542255,آب مشهد,0,مشهد - چناران,چناران,4,4200,673117,4083467,32,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,542256,آب مشهد,0,مشهد - چناران,چناران,4,4201,673139,4083514,19,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,542257,آب مشهد,0,مشهد - چناران,چناران,4,4202,673169,4083573,29,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,542260,آب مشهد,0,مشهد - چناران,چناران,4,4203,673113,4083714,31,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,542261,آب مشهد,0,مشهد - چناران,چناران,4,4204,673121,4083756,32,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,542329,آب مشهد,0,مشهد - چناران,چناران,4,4205,673019,4083702,33,5,4256,0,76608,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.076608,ندارد
تجدید پذیر,زیرزمینی,1402-03,542355,آب مشهد,0,مشهد - چناران,چناران,4,4206,673023,4083827,32,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,542356,آب مشهد,0,مشهد - چناران,چناران,4,4207,673064,4083819,32,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,542358,آب مشهد,0,مشهد - چناران,چناران,4,4208,673075,4083750,35,2,4256,0,30643,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.030643,ندارد
تجدید پذیر,زیرزمینی,1402-03,527457,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4209,716083,4019053,8,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.015322,ندارد
تجدید پذیر,زیرزمینی,1402-03,527458,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4210,716095,4019478,7,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.015322,ندارد
تجدید پذیر,زیرزمینی,1402-03,527459,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4211,716089,4019480,8,0.5,4256,0,7661,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.007661,ندارد
تجدید پذیر,زیرزمینی,1402-03,527460,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4212,716100,4019339,7,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.015322,ندارد
تجدید پذیر,زیرزمینی,1402-03,527461,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4213,716096,4019506,7,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.015322,ندارد
تجدید پذیر,زیرزمینی,1402-03,527462,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4214,716349,4018545,8,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.015322,ندارد
تجدید پذیر,زیرزمینی,1402-03,527463,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4215,716100,4019420,7,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.015322,ندارد
تجدید پذیر,زیرزمینی,1402-03,527466,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4216,716305,4018670,8,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.015322,ندارد
تجدید پذیر,زیرزمینی,1402-03,527467,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4217,716304,4018672,8,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.015322,ندارد
تجدید پذیر,زیرزمینی,1402-03,527468,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4218,716345,4018547,8,1.5,4256,0,22982,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.022982,ندارد
تجدید پذیر,زیرزمینی,1402-03,527469,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4219,716108,4018917,8,1.5,4256,0,22982,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.022982,ندارد
تجدید پذیر,زیرزمینی,1402-03,527470,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4220,716158,4018911,8,1.5,4256,0,22982,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.022982,ندارد
تجدید پذیر,زیرزمینی,1402-03,527471,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4221,716120,4018866,10,1.5,4256,0,22982,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.022982,ندارد
تجدید پذیر,زیرزمینی,1402-03,527472,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4222,716106,4018903,5,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.015322,ندارد
تجدید پذیر,زیرزمینی,1402-03,527473,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4223,716151,4018930,8,1.5,4256,0,22982,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.022982,ندارد
تجدید پذیر,زیرزمینی,1402-03,527476,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4224,716228,4018758,8,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.015322,ندارد
تجدید پذیر,زیرزمینی,1402-03,527478,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4225,715999,4019755,3,0.5,4256,0,7661,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.007661,ندارد
تجدید پذیر,زیرزمینی,1402-03,527479,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4226,716129,4019325,8,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.015322,ندارد
تجدید پذیر,زیرزمینی,1402-03,527480,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4227,716064,4019081,8,0.5,4256,0,7661,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.007661,ندارد
تجدید پذیر,زیرزمینی,1402-03,527482,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4228,716089,4019387,8,0.5,4256,0,7661,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.007661,ندارد
تجدید پذیر,زیرزمینی,1402-03,527484,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4229,716022,4019107,8,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.015322,ندارد
تجدید پذیر,زیرزمینی,1402-03,527487,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4230,716329,4017881,10,0.5,4256,0,7661,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.007661,ندارد
تجدید پذیر,زیرزمینی,1402-03,527489,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4231,716350,4017990,10,0.5,4256,0,7661,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.007661,ندارد
تجدید پذیر,زیرزمینی,1402-03,527500,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4232,716120,4019874,8,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.015322,ندارد
تجدید پذیر,زیرزمینی,1402-03,527501,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4233,716125,4019861,9,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.015322,ندارد
تجدید پذیر,زیرزمینی,1402-03,527502,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4234,716168,4020721,10,1.5,4256,0,22982,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.022982,ندارد
تجدید پذیر,زیرزمینی,1402-03,527503,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4235,716197,4020750,9,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.015322,ندارد
تجدید پذیر,زیرزمینی,1402-03,527505,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4236,716164,4020845,10,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.015322,ندارد
تجدید پذیر,زیرزمینی,1402-03,527506,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4237,716164,4020718,11,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.015322,ندارد
تجدید پذیر,زیرزمینی,1402-03,527507,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4238,716166,4020789,12,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.015322,ندارد
تجدید پذیر,زیرزمینی,1402-03,527508,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4239,716183,4020761,11,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.015322,ندارد
تجدید پذیر,زیرزمینی,1402-03,527509,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4240,716035,4020089,10,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.015322,ندارد
تجدید پذیر,زیرزمینی,1402-03,527510,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4241,716038,4020065,15,1.5,4256,0,22982,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.022982,ندارد
تجدید پذیر,زیرزمینی,1402-03,527511,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4242,716039,4020007,10,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.015322,ندارد
تجدید پذیر,زیرزمینی,1402-03,527530,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4243,702518,4032000,25,0.5,4256,0,7661,نيمه عميق,شرب,ديزلي,غيرمجاز,0.007661,ندارد
تجدید پذیر,زیرزمینی,1402-03,527532,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4244,702614,4032966,25,0.5,800,0,1440,نيمه عميق,شرب,ديزلي,غيرمجاز,0.00144,ندارد
تجدید پذیر,زیرزمینی,1402-03,527541,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4245,702685,4033317,20,1,800,0,2880,نيمه عميق,شرب,ديزلي,غيرمجاز,0.00288,ندارد
تجدید پذیر,زیرزمینی,1402-03,527547,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4246,716033,4020377,9,1,4256,0,15322,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.015322,ندارد
تجدید پذیر,زیرزمینی,1402-03,527548,آب مشهد,0,مشهد - چناران,طرقبه-شانديز,4,4247,716046,4020258,8,1.5,4256,0,22982,نيمه عميق,كشاورزي,ديزلي,غيرمجاز,0.022982,ندارد
تجدید پذیر,زیرزمینی,1402-03,514134,آب مشهد,381531,مشهد - چناران,طرقبه-شانديز,4,4248,713473,4037671,230,25,5760,106209,518400,عميق,شرب,برقي,مجاز,0.624609,ندارد
تجدید پذیر,زیرزمینی,1402-03,514135,آب مشهد,381527,مشهد - چناران,طرقبه-شانديز,4,4249,713688,4038100,230,25,5760,94247,518400,عميق,شرب,برقي,مجاز,0.612647,ندارد
تجدید پذیر,زیرزمینی,1402-03,514136,آب مشهد,381524,مشهد - چناران,طرقبه-شانديز,4,4250,713696,4036988,231,25,5760,-4575,518400,عميق,شرب,برقي,مجاز,0.513825,ندارد
تجدید پذیر,زیرزمینی,1402-03,514137,آب مشهد,381530,مشهد - چناران,طرقبه-شانديز,4,4251,713213,4037226,240,20,5760,-228190,414720,عميق,شرب,برقي,مجاز,0.18653,ندارد
تجدید پذیر,زیرزمینی,1402-03,514138,آب مشهد,381529,مشهد - چناران,طرقبه-شانديز,4,4252,713896,4037430,240,30,5760,-60387,622080,عميق,شرب,برقي,مجاز,0.561693,ندارد
تجدید پذیر,زیرزمینی,1402-03,514139,آب مشهد,381528,مشهد - چناران,طرقبه-شانديز,4,4253,714137,4037848,230,20,5760,180092,414720,عميق,شرب,برقي,مجاز,0.594812,ندارد
تجدید پذیر,زیرزمینی,1402-03,514199,آب مشهد,940706,مشهد - چناران,طرقبه-شانديز,4,4254,712067,4036216,204,4.17,5475,12760,82191,عميق,شرب,برقي,مجاز,0.094951,ندارد
تجدید پذیر,زیرزمینی,1402-03,514280,آب مشهد,970408,مشهد - چناران,طرقبه-شانديز,4,4255,707278,4033938,70,2.4,5475,-40832,47304,عميق,شرب,برقي,مجاز,0.006472,ندارد
تجدید پذیر,زیرزمینی,1402-03,514533,آب مشهد,7898001,مشهد - چناران,طرقبه-شانديز,4,4256,709828,4037409,250,20,5760,3088339,414720,عميق,شرب,برقي,مجاز,3.503059,ندارد
تجدید پذیر,زیرزمینی,1402-03,514669,آب مشهد,799717,مشهد - چناران,طرقبه-شانديز,4,4257,718607,4033104,250,30,5760,-337671,622080,عميق,شرب,برقي,مجاز,0.284409,ندارد
تجدید پذیر,زیرزمینی,1402-03,514690,آب مشهد,799715,مشهد - چناران,طرقبه-شانديز,4,4258,717861,4033025,210,16,5760,-172788,331776,عميق,شرب,برقي,مجاز,0.158988,ندارد
تجدید پذیر,زیرزمینی,1402-03,518354,آب مشهد,948145,مشهد - چناران,مشهد,4,4259,722138,4029155,240,20,5760,44448,414720,عميق,شرب,برقي,مجاز,0.459168,ندارد
تجدید پذیر,زیرزمینی,1402-03,518356,آب مشهد,940871,مشهد - چناران,مشهد,4,4260,721427,4030205,192,30,5760,-210511,622080,عميق,شرب,برقي,مجاز,0.411569,ندارد
تجدید پذیر,زیرزمینی,1402-03,518357,آب مشهد,364981,مشهد - چناران,مشهد,4,4261,721044,4029484,250,26,5760,-135559,539136,عميق,شرب,برقي,مجاز,0.403577,ندارد
تجدید پذیر,زیرزمینی,1402-03,518365,آب مشهد,695364,مشهد - چناران,مشهد,4,4262,743037,4014601,216,30,5760,-275155,622080,عميق,شرب,برقي,مجاز,0.346925,ندارد
تجدید پذیر,زیرزمینی,1402-03,518366,آب مشهد,671961,مشهد - چناران,مشهد,4,4263,741317,4017565,260,9.4,5760,264001,194918,عميق,شرب,برقي,مجاز,0.458919,ندارد
تجدید پذیر,زیرزمینی,1402-03,518367,آب مشهد,695070,مشهد - چناران,مشهد,4,4264,740965,4017741,216,13,5760,190198,269568,عميق,شرب,برقي,مجاز,0.459766,ندارد
تجدید پذیر,زیرزمینی,1402-03,518386,آب مشهد,440411,مشهد - چناران,مشهد,4,4265,726233,4031307,210,25,5760,-35202,518400,عميق,شرب,برقي,مجاز,0.483198,ندارد
تجدید پذیر,زیرزمینی,1402-03,518390,آب مشهد,0,مشهد - چناران,مشهد,4,4266,748109,4014507,210,8,5475,0,157680,عميق,شرب,ديزلي,مجاز,0.15768,ندارد
تجدید پذیر,زیرزمینی,1402-03,518391,آب مشهد,813524,مشهد - چناران,مشهد,4,4267,716457,4051693,130,2,5475,0,39420,عميق,شرب,برقي,مجاز,0.03942,ندارد
تجدید پذیر,زیرزمینی,1402-03,518405,آب مشهد,669200,مشهد - چناران,مشهد,4,4268,740019,4019339,186,20,5760,394491,414720,عميق,شرب,برقي,مجاز,0.809211,ندارد
تجدید پذیر,زیرزمینی,1402-03,518416,آب مشهد,815043,مشهد - چناران,مشهد,4,4269,734791,4023990,180,25,5760,-277150,518400,عميق,شرب,برقي,مجاز,0.24125,ندارد
تجدید پذیر,زیرزمینی,1402-03,518440,آب مشهد,440387,مشهد - چناران,مشهد,4,4270,728394,4028835,180,10,5760,180879,207360,عميق,شرب,برقي,مجاز,0.388239,ندارد
تجدید پذیر,زیرزمینی,1402-03,518441,آب مشهد,799533,مشهد - چناران,مشهد,4,4271,729048,4030981,250,11,5760,-43298,228096,عميق,شرب,برقي,مجاز,0.184798,ندارد
تجدید پذیر,زیرزمینی,1402-03,518442,آب مشهد,965617,مشهد - چناران,مشهد,4,4272,737560,4026171,168,20.8,5760,-70495,431309,عميق,شرب,برقي,مجاز,0.360814,ندارد
تجدید پذیر,زیرزمینی,1402-03,518443,آب مشهد,960604,مشهد - چناران,مشهد,4,4273,740885,4024074,204,20,5760,72075,414720,عميق,شرب,برقي,مجاز,0.486795,ندارد
تجدید پذیر,زیرزمینی,1402-03,518445,آب مشهد,803820,مشهد - چناران,مشهد,4,4274,732857,4025578,250,15,5760,-202673,311040,عميق,شرب,برقي,مجاز,0.108367,ندارد
تجدید پذیر,زیرزمینی,1402-03,518447,آب مشهد,294408,مشهد - چناران,مشهد,4,4275,735441,4015774,185.7,30,5760,524614,622080,عميق,شرب,برقي,مجاز,1.146694,ندارد
تجدید پذیر,زیرزمینی,1402-03,518448,آب مشهد,231090,مشهد - چناران,مشهد,4,4276,735390,4016249,187,20,5760,575733,414720,عميق,شرب,برقي,مجاز,0.990453,ندارد
تجدید پذیر,زیرزمینی,1402-03,518449,آب مشهد,945690,مشهد - چناران,مشهد,4,4277,728050,4024365,210,30,5760,-126469,622080,عميق,شرب,برقي,مجاز,0.495611,ندارد
تجدید پذیر,زیرزمینی,1402-03,518455,آب مشهد,661382,مشهد - چناران,مشهد,4,4278,740533,4019174,250,35,5760,-501858,725760,عميق,شرب,برقي,مجاز,0.223902,ندارد
تجدید پذیر,زیرزمینی,1402-03,518460,آب مشهد,500893,مشهد - چناران,مشهد,4,4279,724730,4027241,250,30,5760,-539326,622080,عميق,شرب,برقي,مجاز,0.082754,ندارد
تجدید پذیر,زیرزمینی,1402-03,518494,آب مشهد,7900016,مشهد - چناران,مشهد,4,4280,711819,4039899,220,30,5760,-80263,622080,عميق,شرب,برقي,مجاز,0.541817,ندارد
تجدید پذیر,زیرزمینی,1402-03,518524,آب مشهد,545260,مشهد - چناران,مشهد,4,4281,757806,4035963,60,4,5475,0,78840,عميق,شرب,برقي,مجاز,0.07884,ندارد
تجدید پذیر,زیرزمینی,1402-03,518572,آب مشهد,799530,مشهد - چناران,مشهد,4,4282,726696,4031715,240,20,5760,180617,414720,عميق,شرب,برقي,مجاز,0.595337,ندارد
